livre	chapitre	verset	fr	ewe
JER	41	16	Jochanan, fils de Karéach, et tous les chefs des troupes qui étaient avec lui, prirent tout le reste du peuple, et le délivrèrent des mains d’Ismaël, fils de Nethania, lorsqu’il l’emmenait de Mitspa, après avoir tué Guedalia, fils d’Achikam. Hommes de guerre, femmes, enfants, eunuques, Jochanan les ramena depuis Gabaon.	Tete Yohanan, Kareah vi la, kple awafia,siwo kata kpe de enula,kplo dukoa fe ame susoeawo kata, nu- tsu, siwo nye awamewo, nyonuwo kple deviwo kpakple afedzikpo- lawo, amesiwo Ismael, Netanya vi la, de aboyo tso Mizpa, esime wowu Gedalya, Ahikam vi la, me- gbe; woawo wòkplo tso Gibeon, 17 eye wova no ?Gerut-Kimham, si le Betlehem gbo, ne woayi Egipte 18 le Kaldeatowo ta; ela- bena wole wo vóm, le esi Ismael, Netanya vi la, wu Gedalya, Ahi- kam vi, amesi Babel-fia tso do anyigba la nu la nuti. Yeremya ghe na Yohanan kple Yudato inamlea- wo le ga fe sedede nu pena, womagayi Egipte o
JER	42	7	Dix jours après, la parole de l’Éternel fut adressée à Jérémie.	Eye wóva me le nkeke ewo megbe be, Yehowa fe gbe va na Yeremya, 8 eye wóyo Yohanan, Kareah vi, kple azaia, siwo kata le eiu, kpakple duko blibo la tso deviwo dzi vasede tsitsiawo dzi 9 hegblo na wo bena: Ale Yeho- wa, Israel fe Mawu, amesi gbo miedom do, be mahe miafe koko- fofowo ayi enku mee la, gblo esi
JER	42	13	Mais si vous n’obéissez pas à la voix de l’Éternel, votre Dieu,	Ke ne miebe, yewomele anyigba sia dzi no ge o, ale be miegbe tododo Yehowa, mia Ma- wu la, fe gbe 14 hele gbogblom Be: Kpab, ke bon mina míayi Egipte, afisi míakpo awawowo nku me, eye míase kpé fe didi le o, afisi abolodo mawu mí le o, afima miadano la, 15 ekema mi Yuda fe ame susoeawo, mise Yehowa fe gbe: Ale Yehowa Zebaot, Israel fe Mawu la, gblo esi: Ne mietso miafe nku do Egipte-yiyi nu, eye mieyi, be mianye amedzro le afi- ma 1a, 16 ekema yi, si vóm miele la, atu mi le Egipte-nyigba dzi afima, eye dowuame, si nu mietsi dzi do la, ano mia yome kplikpli- kpli le Egipte, eye miaku de afi- ma
JER	42	17	Tous ceux qui tourneront le visage pour aller en Égypte, afin d’y demeurer, mourront par l’épée, par la famine ou par la peste, et nul n’échappera, ne fuira, devant les malheurs que je ferai venir sur eux.	Eye nutsu, siwo kata tso wofe nku do Egipte nu, be ye- woayi adanye amedzro le afima la, aku de yi, dowuame kple dovó kp. 5. si me, eye wofe amea deke ma- kpoto asi le dzogbevóe, si mahe va wo dzi la, nu o. 18 Elabena ale Yehowa Zebaot, Israel fe Ma- wu la, gblo esi: Alesi metro nye domedzoe kple nye dziku ko de Yerusalemtowo dzii la, nenema ke matro nye dziku ako de mia dzii, nenye be, mieyi Egipte ; mia- zu atamkanu, nodzinu, dinudonu kple alomedenu, eye miagakpo tefe sia kple nku o
JER	42	22	Sachez maintenant que vous mourrez par l’épée, par la famine ou par la peste, dans le lieu où vous voulez aller pour y demeurer.	Eyata minyae kokoko be, miaku de yi, dowuame kple dovó si me, le tefe, si le mia dzrom miebe, yewoadanye amedzro le la. Yudatowo medo to Mawu fe gbe o, eye woyi Egipte. Wokplo nyagblodila la bà yi Egipte, afisi wogblo Nebukadnezar fe anyidzedze di le
JER	43	5	Et Jochanan, fils de Karéach, et tous les chefs des troupes, prirent tous les restes de Juda, qui, après avoir été dispersés parmi toutes les nations, étaient revenus pour habiter le pays de Juda,	Tete Yohanan, Kareah vi, kple awafiawo katà kplo Yuda fe ame susoea, siwo kata tro gbo tso du- kowo kata dome, afisi wokaka hlé do, be yewoava ano Yuda-nyigba dzi, 6 ñutsuwo, nyonuwo kple de- viwo, fia vinyonuwo kple amesiwo EKEM A. 43, 7 44, 15 kata fia ñu srafowo fe amega Ne- buzaradan gble di de Gedalya, Safan vi Ahikam fe vi, si me la, hekpe de nyagblodila' Yeremya kple Baruh, Neriya vi la iu, 7 eye wodzo yi Egipte-nyigba dzi, ela- bena wogbe tododo Yehowa. fe gbe, eye wova Tahpanhes
JER	43	9	Prends dans ta main de grandes pierres, et cache-les, en présence des Juifs, dans l’argile du four à briques qui est à l’entrée de la maison de Pharaon à Tachpanès.	Tso Kpe gawo nadi de Farao fe afe, si le Tahpanbhes la, fe mo nu le anyikpe, siwo wodo anyigba 1a, tele Yuda-nutsuwo nku me, 10 eye nagblo na wo bena: Ale Yehowa Zebaot, Israel fe Mawu la, gblo esi: Maio woadakplo nye dola Babel-fia Nebukadnezar ve, ali efe fiazikpui de kpe, siwo medi la dzi, eye woóakeke efe fiakun- truwo de wo an
JER	43	13	Il brisera les statues de Beth-Schémesch au pays d’Égypte, et il brûlera par le feu les maisons des dieux de l’Égypte.	Agbà soti, siwo le Bet-Semes le Egipte-nyigba dzi, eye woato dzo Egipte-mawu- wo fe howo. Wodo nodzi na Yudatowo le wofe trosubosubo le Egipte nuti. Yehowa fe gbe, si va na Yeremya hena Yudato, siwo le Egipte-nyigba dzi, ame- siwo le Migdol, /Tahpanhes, Nof kple Patros-nyigba dzi la, enye si
JER	44	16	Nous ne t’obéirons en rien de ce que tu nous as dit au nom de l’Éternel.	Nya, si négblo na mí le Yehowa fe nko me 1a, míele to do ge wo o; 17 ke bon míawo de nya sia nya, si do tso mía nu la nu, míado dzudzo na dzifo fianyonu, eye míafo tsi de anyi ne, abe alesi mía kple mía fofowo, míafe fiawo kple míafe amegáwo míenoa wowom le Yuda- duwo kple Yerusalem-kpodomee- wo, eye míekpoa nu duna dia fo, eme nyona na mí, eye míekpoa dzogbevóea geke kple üku o la ene
JER	45	3	Tu dis: Malheur à moi! Car l’Éternel ajoute le chagrin à ma douleur; je m’épuise en soupirant, et je ne trouve point de repos.	Egblo be: ,Baba nam, elabena Yehowa tso nuhaha kpe de nye vevesese nu, nye hüdede ti ko nam, eye nyemekpo gbodzoea deke o. 4 Ale nagblo ne enye si: Yehowa be: Nusi nye nuto metu la, magbáe afu anyi, eye nusi medo 1a, ma- hoe da, anyigba blibo la dzi wóa- va; 5 hai woa nehe, yeadi nu ga- woa? Megadi wo o; elabena Ye- howa be: Mahe dzogbevóe ava nutilàwo kata dzi; ke mana iwò agbe namu aboyonu na wo le tefe, siwo katà nayl
JER	45	4	Dis-lui: Ainsi parle l’Éternel: Voici, ce que j’ai bâti, je le détruirai; ce que j’ai planté, je l’arracherai, savoir tout ce pays.	Yehowa fe gbe, si va na »nyagblodila Yeremya de dukowo nu enye si
JER	46	4	Attelez les chevaux,	Mi- tsi sotsuwo de tasiadam nu, eye mide sowo dzi mido gakukuwo miado, minyré akplowo, eye mido gawuwo!
JER	46	5	Que vois-je? Ils ont peur, ils reculent;	Nukanuti mele wo kpom dzidzi fo wo, eye wogbu- gbo de megbe, wogba wofe kalé- towo gudugudu, eye wosi womoe- gale megbe kpom o? Yehowa be: Nodzi li godo
JER	46	7	Qui est celui qui s’avance comme le Nil,	Ameka nye esi gbona abe Nil ene, eye efe tsiwo le tsotsom abe tosisiwo ene?
JER	46	8	C’est l’Égypte. Elle s’avance comme le Nil,	Egipte ye gbona abe Nil ene, eye efe tsiwo le tsotsom abe to- sisiwo ene, eye wogblo be: Mayi adade anyigba la, eye matsró du- wo kple wo me nolawo
JER	46	9	Montez, chevaux! Précipitez-vous, chars!	Mi sowo, mide ta eme, mi tasiadamwo, mi- nye zi de eme! Kalétowo neho, Kusi-viwo kple Put-viwo, amesiwo si me akpohonu le, kpakple Li- biatowo, amesiwo nye anutrodala, siwo hea da me!
JER	46	10	Ce jour est au Seigneur, à l’Éternel des armées;	Gbemagbe enye hlóbiagbe na Afeto, Yeho- wa Zebaot, ne woabia hló efejc43, 12. futowo. Yi adu nu adi fo, eye ygamu wofe wu; elabena Afeto, : Mo.Y- 32, 42; Yehowa Zebaot, le vosankeke- ' nyuie dum le anyiehe-nyigba dzi, le Frat-tosisi la nu
JER	46	11	Monte en Galaad, prends du baume,	Egipte- detugbi, yi nadatso atike tso /Gi- lead; yakatsyoe néle atike gede /5 22. wom, màhaya akpo o
JER	46	12	Les nations apprennent ta honte,	Duko- 73 10; Yes. wo se wò nukpe nko, eye woó '- glikpedodo yo anyigba dzi fü; elabena kaléto dze anyi de kaléto dzi, eye wo kple eve la sià wotsi
JER	46	14	Annoncez-le en Égypte,	Mi- do kpo le Egipte, mide gbe fa le Migdol, eye mide gbe fa le Nof kple Tahpanhes! Migblo bena: Tso nadzra dokuiwò do, elabena yi le nu dum le nuwo godo. 15 30, 1. Nukanuti wo nusetowo do baba de anyi? Womeno te o, elabena Yehowa ye tutu wo fu anyi
JER	46	16	Il en fait chanceler un grand nombre;	Ena ame gedewo kli nu, eye wodze anyi de wo noewo dzi hegblo bena: Mina míagbugbo ayi míafe duko gbo kple anyigba, si dzi wodzi mí do 1a dzi, tso yi wuame la nu!
JER	46	17	Là, on s’écrie: Pharaon, roi d’Égypte,	Miyo Egipte-fia Farao be »hohóhodola, si dea nu di le geyigi nyuito nu. 18 Ale ba, si nko nye Yehowa Zebaot la, gblo esi: Metà dokuinye fe agbe: Aya ape alesi Tabor le towo dome, eye Karmel le atsiafu nu ene, 19 Egipte-nyonuvi, do mozogba na dokuiwo; elabena Nof azu afedo, eye woagblée, ame navo le eme
JER	46	21	Ses mercenaires aussi sont au milieu d’elle comme des veaux engraissés.	Ame- dzro, siwo nye asrafowo le wo dome hã le abe nyivi dami ene; wo katã tro megbe hesi, eye wo- meno te o; elabena wofe dzogbe- 'vOegbe, wote tohegi va wo dzi
JER	46	22	Sa voix se fait entendre comme celle du serpent;	Wote zinyenye le abe da, si le sisim la, to ene; elabena wo- gbona kple awako, eye wole fiavi de asi fo de edzi abe atilala ene
JER	46	23	Ils abattent sa forêt, dit l’Éternel,	Yehowa be: Woafo e e aye, si do kpekpekpe, elabena woso gbo wu wetsuviwo, eye womele hehle me o
JER	46	24	La fille de l’Égypte est confuse,	Nukpe 1e Egipte-nyo- nuvi, elabena wotsoe de asi na anyiehe duko
JER	46	25	L’Éternel des armées, le Dieu d’Israël, dit:	Yehowa Zebaot, Israel fe Mawu la be: Mahe to na Amon le No, na Farao, na Egipte kple efe mawuwo kple efe fiawo kpakple amesiwo le dzi dom de Farao nu la
JER	46	26	Je les livrerai entre les mains de ceux qui en veulent à leur vie,	Matsoe ade asi na efe kudilawo kple Babel-fia Nebukadnezar kpakple efe dola- wo; ke emegbe la ame agano edzi abe tsá ene, Yehowa ye gbloe. Akotafa na Israel, 27 Ke wo, nye dola Yakob, me- gavõ o, eye Israel, dzi megade le fowó o; elabena made wò atso didife kple viwówo atso wofe abo- yonyigba dzi; Yakob atro agbo, ava no anyi ade dzi di boko, eye amea deke mado vodi ne o
JER	46	28	Toi, mon serviteur Jacob, ne crains pas! Dit l’Éternel;	Ye- howa be: Wo, nye dola Yakob, megavó o; elabena meli kpli wò, eye matsró duko, siwo kata dome menya wo do do la gbidigbidi; ke wo la, nyematsró wò ken o; nyemagbe tohehe na wo o, ke bon mahe to na wo de dodo la nu. Nyagthblgdi le Filistitowo, Tiro kple Sidon ui
JER	47	2	Ainsi parle l’Éternel:	Ale Yehowa gblo esi: Kpo da, tsi tso anyiehe gbona, eye woazu tododo ade a ; anyigba kple edzi nuwo, duwo Kp1e 1-15, 3. wo me nolawo; amegbetowo ado gli eye anyigbadzitowo afa avi 3 le sotsuwo fe afotutu anyi kpi- tikpiti, le tasiadamwo fe zinyenyé kple tasiadamfowo fe howowo ta; fofowo matro de wo viwo nu o, elabena wofe asi ado agblo 4 le nkeke, si gbona la ta, be woagblé Filistitowo kata, eye woatsro Tiro kple Sidon fe honameto susoea- wo; elabena Yehowa le Filistito, siwo kpoto de ?Kaftor-fukpo dzi la, gblé ge
JER	47	5	Gaza est devenue chauve,	Gaza atsi fuflu, eye woatsró Askalon; ame dzo- tsuwo fe susoeawo, gekagi miasi Jblini na mia dokui ase do?
JER	47	6	Ah! Épée de l’Éternel, quand te reposeras-tu?	Ao, Yehowa fe yi, gekagi hafi nagbo de eme? Mro va do wò aku, wó ako nefa, eye nano anyi kpó!
JER	47	7	Comment te reposerais-tu?	Nukanuti nagbo de eme, esi wónye Yehowa ye de se na wo de Askalon nu, eye wódo wo de futawo nu de?
JER	48	2	Elle n’est plus, la gloire de Moab;	Moab fe adegbefofo nu tso, wodo tame và de enu le Hes- bon be: Mina míatsroe, ne woma- ganye duko azo o! Woatsró wò Madmen ha, eye yi ano yowòme
JER	48	4	Moab est brisé!	Moab mu dze anyi, eye wo viwo le ġlikpe dom
JER	48	5	Car on répand des pleurs à la montée de Luchith,	Wole avi fam lia Luhit fe to dzi mo la, eye konyifagli le didim le wo nu le Horonayim fe abu nu le gbegblē la ta
JER	48	6	Fuyez, sauvez votre vie,	Misi, mide miafe agbe, eye mino abe rame defefle le gbegbe ene
JER	48	7	Car, parce que tu t’es confié dans tes œuvres et dans tes trésors,	Esi nèle dzi dom de wo dowowowo kple wó kesinonuwo ñu la, eyata woabo wò ha, eye ¿Kamos ayi aboyo me hekpe de efe trónuawo kple amegáwo nu
JER	48	8	Le dévastateur entrera dans chaque ville,	Nugbléla ava du sia du me, eye dua deke masi o, bali me nu ayi, eye tagba Nyagblodi le Moab nu. d Am. 9, 7. e Am. 1, 6 8; Zef.2,4; Zah. g Yes. 15; 16; ; .2,1-3; Zef. i Fia. I. 11, 7. atsró, abe alesi Yehowa gblo ene
JER	48	9	Donnez des ailes à Moab,	Mina awala Moab, ne wóadzó adzo; efe duwo le afedo zu ge, amea deke mano wo me o
JER	48	10	Maudit soit celui qui fait avec négligence l’œuvre de l’Éternel,	Adi amesi le alogblolo wom le Yeho- wa fe do nu la nui, eye adi amesi he efe yi de megbe tso wukokodi me la nu kpekpekpe. 11 Moab li boko tso efe devime ke, edo fà di kpo, eye wometroe tso goe me ko de goe bubu me o, eye meyi aboyo me o, eyata efe vivi gale enu, eye efe wewe metro o
JER	48	12	C’est pourquoi voici, les jours viennent, dit l’Éternel,	Yehowa be: Eyata kpo da, nkeke li gbona, eye ma- do goeviülawo da, ne woaviae, woadi fuflu efe goewo, eye woa- gba efe zewo
JER	48	13	Moab aura honte de Kemosch,	Nu akpe Moab de Kamos nu, abe alesi nu Kpe Israel fe afe la de Betel, si nu wodo dzi do la iu ene
JER	48	15	Moab est ravagé, ses villes montent en fumée,	Fia, si nko nye Yehowa Zebaot la be: Moab kple efe du- wo gblela gbona hoho, eye efe dekakpui tiatiawo yina de ame- wufe
JER	48	16	La ruine de Moab est près d’arriver,	Moab fe gbegblé tu afe, ne woava eme, eye efe dzogbe- yge le du dzi huto
JER	48	17	Lamentez-vous sur lui, vous tous qui l’environnez,	Mi efe afelikawo kata kple amesiwo kata nya efe nko la, mifa ne! Migblo be: Aleke ati todeñu sesë la, ati- kplo nyo la ñe?
JER	48	18	Descends du séjour de la gloire, assieds-toi sur la terre desséchée,	Dibon-nyo- nuvi, di tso wà nutikokoe me, nabobo no ke me; elabena Moab- gblëla le fofo ge de dziwo, eye woagble wò mo sesewo
JER	48	20	Moab est confus, car il est brisé.	Nukpe lé Moab, elabena wo- gbáe. Mifa avi, eye mido fli, mido boblo le Arnon nu be: Wo- gblé Moab!
JER	48	21	Le châtiment est venu sur le pays de la plaine,	Wonudodró va gbadzafe nyigba, Holon, Yaza kple Mefaat dzi, 22 Dibon, Nebo kple Bet-Diblatayim dzi, 23 Kiryatayim, Bet-Gamul kple Bet-Meon dzi, 24 Keriyot kple Bozra kpakple Moab-nyigba fe du, siwo kata le didife kple kpuife la dzi
JER	48	26	Enivrez-le, car il s’est élevé contre l’Éternel!	Mina aha Moab, ne wóano kamu, be wóadze anyi de efe hedede me, ne eya ha nazu alomedenu, elabena Yehowa nu wóto asi ako do
JER	48	27	Israël n’a-t-il pas été pour toi un objet de raillerie?	De Israel mezu alomedenu na wó oa? Fia- fiwo dome wolee le, hafi ne enya fo nu le enu ko la, nënoa ta wu- wuma?
JER	48	28	Abandonnez les villes, et demeurez dans les rochers,	Mi Moabitowo, migbl6 miafe duwo di, ne miadano aga- towo me, mino abe akpakpa, si wo ato de agakpewo toga ene
JER	48	29	Nous connaissons l’orgueil du superbe Moab,	Míese Moab dadala nko be, edoa edokui de dzi nuto, efoa adegbe, edana, edzraa edokui, eye efe dzi doa edokui de dzi
JER	48	31	C’est pourquoi je gémis sur Moab,	Eyata mafa avi de Moab iu, mado gli de Moab blibo la nu, eye made hü de Kir-Heres- ñutsuwo nu
JER	48	32	Vigne de Sibma, je pleure sur toi plus que sur Jaezer;	Sibna fe weinka, mafa avi na wo, wu alesi mefa avi na Yaezer, wó kawo to atsiafu dzi vasede fu nu le Yaezer, nugbléla va fo di le wò kutsetsegbegi kple wò wein- haġi
JER	48	33	La joie et l’allégresse ont disparu des campagnes	Dzidzo kple aseyetso- tso nu tso le agblewo me le Moab- nyigba dzi; metsi wein nu le wein- fianu me, eye womagafia wein kple aseyetsotso azo o; aseyetso- tso maganye aseyetsotso o!
JER	48	34	Les cris de Hesbon retentissent jusqu’à Élealé,	Le Hesbon fe afadodo, si di vasede Eleale kple Yahaz, ta wodo éli tso Zoar va ke de Horonayim va- sede Eglat etolia ke, elabena Nim- rim fe tsiwo hà amie
JER	48	35	Je veux en finir dans Moab, dit l’Éternel,	Yehowa be: Matsró amesiwo dea nuhefe, eye wodoa dzudzo na wofe ma- wuwo la, da le Moab
JER	48	36	Aussi mon cœur gémit comme une flûte sur Moab,	Eyata nye dzi aha nu de Moab nu abe dzekuku ene, eye nye dzi aha nu de Kir-Heres-nu- tsuwo nu abe dzekuku ene, ela- bena nusiwo wotu do la, fe mloea do
JER	48	37	Car toutes les têtes sont rasées,	Elabena tawo katà nye ta kokoe, wolü gewo kata, abi ku- ku tefe le asiwo kata nu, eye akpa- nya le aliwo kata dzi
JER	48	38	Sur tous les toits de Moab et dans ses places,	Amewo katà le nu ham le Moab fe ho- tawo Kaia kple efe kpodomeewo kata, elabena megbá Moab abe ze manyomanyo ene
JER	48	39	Comme il est brisé! Poussez des gémissements!	Aleke wóhegbáe ale? Mifa avi! Aleke Moab tro megbe kple nukpee? Moab zu alomedenu kple bibi na efe afelikawo kata
JER	48	40	Car ainsi parle l’Éternel:	Elabena ale Yehowa gblo esi: Futo la adzo abe hb ene, eye woake awala de Moab dzi! 41 Woho duwo, eye woho mà seséwo. Moab- kalétowo fe dzi le gemagi abe nyonu, si le ku lém £e dzi ene
JER	48	42	Moab sera exterminé, il cessera d’être un peuple,	Wotsró Moab, eye meganye duko azo o, a .18. b Mo.MY. 21,28. d Ne2.25,2 7; Am.1,13 15; Zef. 2, 8 11. e Fia. I. 11, 5. f kp. 1. k elabena eto asi ako de Yehowa nhu
JER	48	44	Celui qui fuit devant la terreur tombe dans la fosse,	Amesi si le nodzi nu la, age adze we me, eye amesi do le we me la, móka adee. Elabena Yehowa be: Mahe tohegi avae na Moab.?
JER	48	45	A l’ombre de Hesbon les fuyards s’arrêtent épuisés;	Ame sisiawo tsra wo de vovoli te le Hesbon; elabena ?dzo tso Hesbon, eye dzofade tso Si- hon, efià Moab fe tonufui kple wunyawunyaviwo fe dzodome
JER	48	46	Malheur à toi, Moab!	Moab, baba na wó! Kamos- duko tsró, elabena wokplo wó nu- tsuviwo dade gaho me, eye wokplo wo nyonuviwo yi aboyo mee
JER	48	47	Mais je ramènerai les captifs de Moab, dans la suite des temps,	Yehowa be: Ke magado Moab te le nkeke mloeawo me. Moab fe Wonudodró sefe enye si. De4AÀmon-viwo nu: Ale Ye- 4 howa gblo esi: De nutsuvia deke mele Israel si, alo dome- nyilaa deke mele esi oa? Nuka- ñuti Malkam ho Gad wo etoe, eye efe duko le efe duwo me?
JER	49	2	C’est pourquoi voici, les jours viennent, dit l’Éternel,	Eyata Yehowa be: Kpo da, nke- ke li gbona, eye mana awagli nadi de Amon-viwo fe Raba nu, be woazu anyiglágo, woato dzo enu duwo, eye Israel agaho efe domenyinu, Yehowa ye gbloe
JER	49	3	Pousse des gémissements, Hesbon, car Aï est ravagée!	Hesbon, fa avi, elabena wogblé Ai! Mi Raba-nyonuviwo mido gli, eye mita akpanya de ali, miha nu, eye mino tsa glàla tsam le lakpo- wo me, elabena /Malkam ayi abo- yo me hekpe de efe tronuawo kple amegáwo nu
JER	49	4	Pourquoi te glorifies-tu de tes vallées?	Wà nyonuvi dzeaglà, si le dzi dom de wo ke- sinonuwo nu, nukanuti nétso wo balime le adegbe fomee be, ba- lime w nu wónye hele gbogblom be: Amekae ava gbonye?
JER	49	5	Voici, je fais venir sur toi la terreur,	Kpo da, Afeto, Yehowa Zebaot, be: Mana miafe afelikawo katà nahe nodzi ava mia dzi, woaka mi ahle, eye amesiame ado ta engo te, ale be womafo sisilawo nu fu o
JER	49	7	Sur Édom.	e Edom nu: Ale Yehowa Zebaot gblo esi: De nunyaa deke megale Teman o, adanudede bu de nunyalawo, eye wotro nunya fo de anyia?
JER	49	8	Fuyez, tournez le dos, retirez-vous dans les cavernes,	Mi Dedantowo, misi, mitro dzo, eye migla mia do- Nyagblodi le Amon-vlwo nu. EEEM A. kui de agu me; elabena mahe dzo- gbevoe ava Esau dzi le gbesigbe mahe to ne
JER	49	9	Si des vendangeurs viennent chez toi,	Ne weintsetseha- lawo fo de dziwo la, womasuso mamlea deke di o; ne fiafitowo va le za me la, woagble nu, va- sede esime wòati ko na wo
JER	49	10	Mais moi, je dépouillerai Ésaü,	Ela- bena made ama Esau, maklo nu le efe bebefe dzi, be magatsi ga- glafe o. Woatsró viawo, noviawo kple efe afelikawo, eye eya nuto nu ayi
JER	49	11	Laisse tes orphelins, je les ferai vivre,	Gblé wò tsyóeviwo di nam, maho wo de agbe, eye wo ahosiwo nedo dzi de nunye!
JER	49	12	Car ainsi parle l’Éternel:	Ale Yehowa gblo esi: Kpo da, amesiwo kplu la nono medze o hà, wonone kokoko, eye de woa- gbe tohehe na wo ya? Matsi to- mahemahe o, ke bon ànoe koko- ko!
JER	49	13	Car je le jure par moi-même, dit l’Éternel,	Elabena ale Yehowa gblo esi: Metà dokuinye fe agbe: Ne Bozra mazu nodzinu, alomedenu, afedo kple dinudonu, eye efe du- wo katà nazu gbegbe mavo o fi!
JER	49	14	J’ai appris de l’Éternel une nouvelle,	Mese nya tso Yehowa nu, eye wodo ame de dukowo dome be: Mifo takpli miava de wo nu, eye mitso miakpe awa!
JER	49	16	Ta présomption, l’orgueil de ton cœur t’a égaré,	Nodzi lé wó; wó dzi fe dada ble wo, wo, amesi le aga- towo me, eye neiso afe de towo fe tsutsuéfe! Ne two ato de ko- kofe abe hà ene ha la, matutu wò afu anyi tso afima, Yehowa ye gbloe!
JER	49	17	Édom sera un objet de désolation;	Edom azu gbegbe, eye amesiame, si to enu yina 1a, fe nu aku woóado tsià de wote abi- hohowo katà nu. 18 Yehowa be: Amea deke magatso afe de aiwa o, eye amegbetovia deke mano afima o, abe alesi wotro Sodom kple Gomora kple wofe afelikawo bu anyii ene
JER	49	19	Voici, tel qu’un lion, il monte des rives orgueilleuses du Jourdain	Kpo da, ado tso Yordan fe aflawo me abe dzata ene ahayi lànyife, si de ama da la; elabena manyàe da le enu le adabafofo deka me, eye amesi metia la, eya matso ado enu. Ela- bena ameka de nunye, ameka akplom ayi wonui, eye ameka nye lakplovi ano te de nunye?
JER	49	20	C’est pourquoi écoutez la résolution que l’Éternel a prise contre Édom,	Eyata mise Yehowa fe adanu, si wóde de Edom nu kple efe tame, si wódo de Temantowo nu la: Vavà woakplo là kudoewo adzoe, eye wofe lànyife fe nu aku de wo nu
JER	49	21	Au bruit de leur chute, la terre tremble;	Anyigba wuwu le efe b ; Am. f .17, g Yos. 11, 10. 50, 13. i kp. 8. k . anyidzedze fe didi ta, wose ko- nyifagli le Avafu la nu ke
JER	49	22	Voici, comme l’aigle il s’avance, il vole,	Kpo da, egbona abe hd ene, eye woa- dzo akeke efe awala de Bozra dzi, eye Edom-kalétowo fe dzi ano le gemagi abe nyonu, si le ku lém fe dzi ene. Le Damasko ñuti
JER	49	23	Sur Damas.	De Damasko nu: Nu Kpe Hamat kple Arpad; elabena wose nya yb, eye dzi de le wo fo; ño- dzi le atsiafu nu, womate nu agbo de eme o
JER	49	24	Damas est défaillante, elle se tourne pour fuir,	Damasko fe làme tu, etro hesi, eye dzidzi foe; no- dzi kple vevesese va edzi abe nyonu léku ene
JER	49	26	C’est pourquoi ses jeunes gens tomberont dans les rues,	Eyata wofe dekakpuiwo atsi wofe kpodomee- wo, eye wofe awawolawo Kaia aisro gbemagbe, Yehowa ye gbloe
JER	49	27	Je mettrai le feu aux murs de Damas,	Eye mato dzo Damasko fe gli- wo, ne woafiá Ben-Hadad fe fia- sawo. Le Kedar kple Hazor fiadute, si Nebukadnezar, Babel-Ha, siwo la ñutl
JER	49	28	Sur Kédar et les royaumes de Hatsor, que battit Nebucadnetsar, roi de Babylone.	/De Kedar kple ?Hazor-fia- dufe, siwo Babel-fia Nebukadne- zar si la iu: Ale Yehowa gblo esi: Mitso, ne miaho de Kedar nu, eye miisro gedzefeviwo
JER	49	29	On prendra leurs tentes et leurs troupeaux,	Woa- ho wofe agbadowo kple aléwo, wofe agbadovowo kple wofe nu- wo kata, eye woakplo wofe kpo- sowo adzoe, woado gli de wo nu be: Nodzi li godo!
JER	49	30	Fuyez, fuyez de toutes vos forces, cherchez à l’écart une demeure,	Yehowa be: Mi Hazortowo, misi, afo netso na mi, eye migla mia dokui de agu me; elabena Babel-fia de adanu de mia nu, eye wódo tame de mia nu.?
JER	49	31	Levez-vous, montez contre une nation tranquille,	Yehowa be: Mitso, miaho de duko, si de dzi di boko la nu, agbo kple gameti mele wo si o, eye wole aga
JER	49	32	Leurs chameaux seront au pillage,	Wofe kposowo kple wofe là gbogboawo azu nuhaha, eye makaka 'akotsolawo ahlé de yawo katá me, eye mahe dzogbevóe tso goawo kata me-ava wo dzi, Ye- howa ye gbloe
JER	49	33	Hatsor sera le repaire des chacals, un désert pour toujours;	Nanor azu amegáhiwo nofe, eye wòazu gbe- gbe dā, amea deke matso afe de aima o, eye amegbetovia deke mano eme o. Le Elam ñuti
JER	49	35	Ainsi parle l’Éternel des armées:	Ale Yehowa Zebaot gblo 49, 36 50, 23 esi: Mane Elam fe dati, si nye wofe nusé vevieto la
JER	49	36	Je ferai venir sur Élam quatre vents des quatre extrémités du ciel,	Makplo ya eneawo tso dzifo fe go enea- wo dzi ava fo de Elam dzi, maka wo ahlé de ya siawo kata me, eye dukoa deke mano anyi, si dome Elam fe amewo makaka do o
JER	49	37	Je ferai trembler les habitants d’Élam devant leurs ennemis	Mana dzi nade le Elam fo le efe futowo kple efe kudilawo nu, mahe dzogbevóe, nye dome- dzoe heliheli, ava wo dzi, eye mado yi de wo yome, vasede esi- me woatsró avo, Yehowa ye gbloe!
JER	49	38	Je placerai mon trône dans Élam,	Yehowa be: Mali nye fiazikpui de Elam, eye matsró fia kple ame- gawo sia
JER	50	3	Car une nation monte contre elle du septentrion,	Elabena dukoa de ho de wo nu tso anyiehe,ne wóado afedo wofe anyigba, be amea deke na- gano edzi o; amegbetowo kple Mawo sia si, eye wowu dzo
JER	50	4	En ces jours, en ce temps-là, dit l’Éternel,	Yehowa be: Le nkeke mawo me, le bemapi la Israel-viwo kple Yuda-viwo sia atro agbo, eye woa- no avi dzi ava di Yehowa, wofe Mawu la
JER	50	5	Ils s’informeront du chemin de Sion,	Woabia Zion ta ase, eye aima mo ano nku dzi na wo be: ,Mina míaku de Yehowa nu, eye míabla nu mavo, si woma- nlo be akpo o! 6 A1e tatrawoe nye nye duko; wo kploviwo flu wo, eye wokplo wo tra yi towo dzii, wole tsatsam tso to dzi yi togbe dzi, eye wonlo wo mlofe be
