livre	chapitre	verset	fr	ewe
EST	9	11	Ce jour-là, le nombre de ceux qui avaient été tués dans Suse, la capitale, parvint à la connaissance du roi.	Gbemagbe wohe amesiwo wowu la £e hehlëme va fia la ñku me le Susa-mó me
EST	7	3	La reine Esther répondit: Si j’ai trouvé grâce à tes yeux, ô roi, et si le roi le trouve bon, accorde-moi la vie, voilà ma demande, et sauve mon peuple, voilà mon désir!	Fiasrõ Ester do nu gblo bena: Fia, ne éve nunye, eye ne edze fia nu la, ekema woatso nye agbe kem le nye biabia nu, eye woatso nye duko nam le nye didi nu!
EST	8	15	Mardochée sortit de chez le roi, avec un vêtement royal bleu et blanc, une grande couronne d’or, et un manteau de byssus et de pourpre. La ville de Suse poussait des cris et se réjouissait.	Eye Mardohai le Na u, si nye adabe bloto kple aklala me, edo sikafiakuku gáa de, eye wole awu wlaya, si nye aklala kple adabe dzito me hedo le fia la gbo; eye Susa-du la tso aseye hekpo dzidzo
EST	2	15	Lorsque son tour d’aller vers le roi fut arrivé, Esther, fille d’Abichaïl, oncle de Mardochée qui l’avait adoptée pour fille, ne demanda que ce qui fut désigné par Hégaï, eunuque du roi et gardien des femmes. Esther trouvait grâce aux yeux de tous ceux qui la voyaient.	Eye esi wogo Ester, amesi nye Mardohai todia Abihayil fe vinyo- nu, si wóho wo vianyonui dzi, be wòayi fia gbo la, mebia naneke o, negbe nusi fia fe afe dzikpola He- gai, amesi nye nyonuwo nudzola do la ko. Eye Ester nu nyo amesiwo kata kpoe Ia nu
EST	9	16	Les autres Juifs qui étaient dans les provinces du roi se rassemblèrent et défendirent leur vie; ils se procurèrent du repos en se délivrant de leurs ennemis, et ils tuèrent soixante-quinze mille de ceux qui leur étaient hostiles. Mais ils ne mirent pas la main au pillage.	Yudato mamlea, siwo le fia fe anyigbawo dzi fo wo dokui nu fu hewli wofe agbe ta, ale be wokpo gbodzoe tso wofe futowo si me, eye wowu ame akpe blaadre yo ato le wofe ketowo dome, ke womede asi aboyonua- wo nuo
EST	9	17	Ces choses arrivèrent le treizième jour du mois d’Adar. Les Juifs se reposèrent le quatorzième, et ils en firent un jour de festin et de joie.	Esia va me le dzinu Agar fe nkeke wuietolia dzi, eye wogbo de eme le efe nkeke wuie- nelia, si wotso wo aglotugbe kple dzidzokpogbee la dzi
EST	8	3	Puis Esther parla de nouveau en présence du roi. Elle se jeta à ses pieds, elle pleura, elle le supplia d’empêcher les effets de la méchanceté d’Haman, l’Agaguite, et la réussite de ses projets contre les Juifs.	Ester gafo nu le fia Ja nku me, ede ta apu de efe ato nu, eye wofa avi hefo koko ne be, wóagblé Agagito Haman fe dzogbevóe kple efe tame, si wogo de Yudatowo nu la me
EST	2	14	Elle y allait le soir; et le lendemain matin elle passait dans la seconde maison des femmes, sous la surveillance de Schaaschgaz, eunuque du roi et gardien des concubines. Elle ne retournait plus vers le roi, à moins que le roi n’en eût le désir et qu’elle ne fût appelée par son nom.	Ne eyi le fié, eye wótro gbo va nyonuwo fe afe evelia me le ndi le fia fe afe dzikpola Saas- gaz, amesi nye ahiáwo nudzola fe dzikpokpo te la, ekema mekpo mo agayi fia la gbo o, negbe ne efe nu nyo fia nu, eye woyoe hafi
EST	1	13	Alors le roi s’adressa aux sages qui avaient la connaissance des temps. Car ainsi se traitaient les affaires du roi, devant tous ceux qui connaissaient les lois et le droit.	Eye fia la bia gbe, amesiwo nya geyigi me la, se be: elabena alea fia la tsoa efe nyawo doa amesiwo nya seawo kata kple wonudodró me la, hku mee
EST	3	10	Le roi ôta son anneau de la main, et le remit à Haman, fils d’Hammedatha, l’Agaguite, ennemi des Juifs.	Tete fia la de efe nkosige le asi hetso na Haman, Hamedata vi, Agagito, si nye Yudatowo fe keto la
EST	1	7	On servait à boire dans des vases d’or, de différentes espèces, et il y avait abondance de vin royal, grâce à la libéralité du roi.	Woku aha de sikakpluwo me, eye kplu desiade le vovo, eye fia fe wein so gbo tan, abe alesi dze fia ene
EST	5	11	Haman leur parla de la magnificence de ses richesses, du nombre de ses fils, de tout ce qu’avait fait le roi pour l’élever en dignité, et du rang qu’il lui avait donné au-dessus des chefs et des serviteurs du roi.	Eye Haman hlé efe kesinonu nyuiawo, via gbogboawo kple nusiwo kata fia la tso doe pge, kpakple alesi wò- tsoe do amegawo kple fia fe do- lawo dzi la na wo
EST	8	17	Dans chaque province et dans chaque ville, partout où arrivaient l’ordre du roi et son édit, il y eut parmi les Juifs de la joie et de l’allégresse, des festins et des fêtes. Et beaucoup de gens d’entre les peuples du pays se firent Juifs, car la crainte des Juifs les avait saisis.	Yudatowo kpo dzidzo, wotso aseye, wotu aglo, eye wodu nkekenyuie le anyigbawo kata dzi kple du, siwo kata me fia fe nya kple efe se la de; eyeanyigba dzi dukowo do- meto gedewo tro zu Yudatowo, elabena Yudatowo fe nodzi lé wo. Yudatowo bia Mb wofe futowo. Le dzinu wuievelia, si nye a dzinu Adar la, fe nkeke wule- tolia, si dzi woawo fia fe nya kple efe sea dzi la dzi, gbesigbe Yudatowo fe futowo le mo kpom be, yewoakpo nusé de wo dzi la, nya la tro be, Yudatowo kpo ñusë de wofe ketowo dzi
EST	2	18	Le roi donna un grand festin à tous ses princes et à ses serviteurs, un festin en l’honneur d’Esther; il accorda du repos aux provinces, et fit des présents avec une libéralité royale.	Eye fia la tu aglo gaa de na efe amegawo kata kple efe dolawo, si nye Ester fe aglo; ena anyigbawo dzinolawo dzudzo dowowo, eye wóna nu, abe alesi dze fia ene
EST	8	7	Le roi Assuérus dit à la reine Esther et au Juif Mardochée: Voici, j’ai donné à Esther la maison d’Haman, et il a été pendu au bois pour avoir étendu la main contre les Juifs.	Tete fia Ahasweros gblo na fiasró Ester kple Yudato Mardo- hai bena: Kpo da, metso Haman fe afe na Ester, eye wohe eya nuto de ati nu, le esi wódo efe asi dzi de Yudatowo nu 1a ta
EST	3	3	Et les serviteurs du roi, qui se tenaient à la porte du roi, dirent à Mardochée: Pourquoi transgresses-tu l’ordre du roi?	Tete fia fe dola, siwo le fia fe agbo me la, gblona na Mardohai bena: Nukanuti néle fia fe se dzi dam?
EST	9	23	Les Juifs s’engagèrent à faire ce qu’ils avaient déjà commencé et ce que Mardochée leur écrivit.	Eye Yudatowo tso nusi wowo gome wodze kple nusi Mardohai nlo na wo la, wo konui
EST	9	25	mais Esther s’étant présentée devant le roi, le roi ordonna par écrit de faire retomber sur la tête d’Haman le méchant projet qu’il avait formé contre les Juifs, et de le pendre au bois, lui et ses fils.	Ke esi Ester va fia la nku me la, ede se wonlo 446 HIOB. 1 1-11 agbalé, be efe tame yb, si wódo de Yudatowo nu la, natro va eya nuto fe ta dzi, eye wohe eya kple viawo de ati nu
EST	9	5	Les Juifs frappèrent à coups d’épée tous leurs ennemis, ils les tuèrent et les firent périr; ils traitèrent comme il leur plut ceux qui leur étaient hostiles.	Eye Yuda- towo tso yi dza wofe futowo kati, wowu wo, eye wotsró wo, eye wowo wofe ketowo, alesi dze wo nu
EST	6	12	Mardochée retourna à la porte du roi, et Haman se rendit en hâte chez lui, désolé et la tête voilée.	Azo Mardohai tro va fia fe agbo me; ke Haman de abla yi efe me, eye wóle nu ham hetso nu tsyo ta
EST	2	11	Et chaque jour Mardochée allait et venait devant la cour de la maison des femmes, pour savoir comment se portait Esther et comment on la traitait.	Eye Mar- dohai dia tsa gbesiagbe le nyonu- wo fe afela fe hohonu la nu, be yeanya, alesi Ester le kple nusi dzo de edzi
EST	9	15	et les Juifs qui se trouvaient à Suse se rassemblèrent de nouveau le quatorzième jour du mois d’Adar et tuèrent dans Suse trois cents hommes. Mais ils ne mirent pas la main au pillage.	Eye Yudato, siwo le Susa la, fo wo dokui nu fu le dzinu Adar fe nkeke wuienelia ha dzi, eye wowu nutsu alafa eto le Susa; ke womede asi aboyo- nuawo nu o
EST	4	15	Esther envoya dire à Mardochée:	Tete Ester be, woadagblo na Mardohai be
EST	5	12	Et il ajouta: Je suis même le seul que la reine Esther ait admis avec le roi au festin qu’elle a fait, et je suis encore invité pour demain chez elle avec le roi.	Eye Ha- man gagblo bena: Fiasró Ester hà mekpe amea deke kpe de fia nu de kplo, si wódo la nu o, negbe nye ko; etso ha egakpem kpe de fia la nu
EXO	12	39	Ils firent des gâteaux cuits sans levain avec la pâte qu’ils avaient emportée d’Égypte, et qui n’était pas levée; car ils avaient été chassés d’Égypte, sans pouvoir tarder, et sans prendre des provisions avec eux.	Eye wotso amo- wo, si wotso tso Egipte la, fo akaklae, ke mewa o, elabena esi wonya wo tso Egipte 1a, womete nu to di, ne woada nu ado asi o
EXO	20	22	L’Éternel dit à Moïse: Tu parleras ainsi aux enfants d’Israël: Vous avez vu que je vous ai parlé depuis les cieux.	Eye Yehowa gblo na Mose bena: Ale nagblo na Israel-viwo enye si: Mia nutowo miekpo bena, mefo nu kpli mi tso dzifo
EXO	31	18	Lorsque l’Éternel eut achevé de parler à Moïse sur la montagne de Sinaï, il lui donna les deux tables du témoignage, tables de pierre, écrites du doigt de Dieu.	Eye esi wófo nu kple Mose le Sinai-toa dzi vo la, etso kpe ; eveawo, siwo dzi sea le la ne, kpe, siwo dzi Mawu nuto tso efe asibide nlo nui do
EXO	30	30	Tu oindras Aaron et ses fils, et tu les sanctifieras, pour qu’ils soient à mon service dans le sacerdoce.	Eye nasi ami na Aron kple vianutsuawo awo wo kokoe, bena woazu nunolawo asubom. 31 Gblo na Israel-viwo bena: Ami kokoe wóanye nam le miafe dzidzime- viwo dome
EXO	38	24	Le total de l’or employé à l’œuvre pour tous les travaux du sanctuaire, or qui fut le produit des offrandes, montait à vingt-neuf talents et sept cent trente sicles, selon le sicle du sanctuaire.	Sika, siwo katá nu do wowo le kokoefe la nu dowo kata me, sika, siwo wodzo la, le talento blave vo asieke kple se- kel kokoe alafa adre blaato.25 Eye klosalo, siwo ame hehléawo na la, le talento alafa deka kple sekel kokoe akpe deka alafa adre blaa- dre vo ató
EXO	40	2	Le premier jour du premier mois, tu dresseras le tabernacle, la tente d’assignation.	Le pleti gbato fe nkeke gbato dzi natu nofe, si enye Mawu fe agbado la
EXO	5	18	Maintenant, allez travailler; on ne vous donnera point de paille, et vous livrerez la même quantité de briques.	Mi- heyi miafe do dzi; womana gbe mi o, pake ele na mi be, miamé anyikpe, abe alesi wodo na mi ene
EXO	35	5	Prenez sur ce qui vous appartient une offrande pour l’Éternel. Tout homme dont le cœur est bien disposé apportera en offrande à l’Éternel: de l’or, de l’argent et de l’airain;	Midzo nu- siwo le mia si la na Yehowa. Amesiame, si lo tso dzime fa la, nadzo nu na Yehowa: sika, klo- salo kple akobli; 6 adabe bloto kple dzito fe ka, ka dzé, deti gi kple gbófuwo; 7 agbogbalé, si wode ama dzi, nyogbalé kple hé; 8 akadimemi, ami wewee si- sia kple dzudzodotike wewewo, Dzudzogbe la
EXO	8	15	Et les magiciens dirent à Pharaon: C’est le doigt de Dieu! Le cœur de Pharaon s’endurcit, et il n’écouta point Moïse et Aaron, selon ce que l’Éternel avait dit.	Eye afa- kalawo gblo na Farao bena: Esia la Mawu fe asibidee! Ke Farao fe ! dzime sé, eye medo to wo o, abe alesi Yehowa gblo ene. Fukpekpe enelia : togbatowo
EXO	37	18	Six branches sortaient de ses côtés, trois branches du chandelier de l’un des côtés, et trois branches du chandelier de l’autre côté.	Alo ade le akaditi la fe ahawo kple eve dzi; alo etd le efe aha deka, eye alo etó le efe aha evelia
EXO	32	9	L’Éternel dit à Moïse: Je vois que ce peuple est un peuple au cou roide.	Eye Yehowa gblo na Mose bena: Me- kpo bena, duko sia la duko ko- lialiato wónye
EXO	33	5	Et l’Éternel dit à Moïse: Dis aux enfants d’Israël: Vous êtes un peuple au cou roide; si je montais un seul instant au milieu de toi, je te consumerais. Ote maintenant tes ornements de dessus toi, et je verrai ce que je te ferai.	Eye Ye- howa gblo na Mose bena: Gblo na Israel-viwo be: Duko ko lia- liatowo mienye, ne mano mia do- me ayi kpli mi adabafofo deka pe hà la, matsró mi. Eyata mide miafe atsyódonuwo di, eya ko hafi manya, nusi mawo na mi
EXO	30	20	Lorsqu’ils entreront dans la tente d’assignation, ils se laveront avec cette eau, afin qu’ils ne meurent point; et aussi lorsqu’ils s’approcheront de l’autel, pour faire le service et pour offrir des sacrifices à l’Éternel.	Ne wole Mawu fe agba- do la me yi ge la, woale tsi hafi, bena womagaku o, alo ne wole tete ge de vosamlekpui la nu, bena woado dzo asa vo na Yeho- wa la
EXO	22	8	Si le voleur ne se trouve pas, le maître de la maison se présentera devant Dieu, pour déclarer qu’il n’a pas mis la main sur le bien de son prochain.	Ne nyi, tedzi, ale, avo alo nua de bu, eye wosusui de amea de nu la, ekema ameawo kple eve nava Mawu fe nku me, eye amesi Mawu abu foe la, eya nado etefe na novia zi eve
EXO	39	8	On fit le pectoral, artistement travaillé, du même travail que l’éphod, d’or, de fil bleu, pourpre et cramoisi, et de fin lin retors.	Eyome wona adanuvololawo tso sika, adabe bloto kple dzito fe ka, ka dzë kple deti gi dada 16 komewu fe avo togbe hena akotadonu la
EXO	6	16	Voici les noms des fils de Lévi, avec leur postérité: Guerschon, Kehath et Merari. Les années de la vie de Lévi furent de cent trente-sept ans.	Esiawo nye Lewi viwo fe ükowo le wote dzi- dzime nu: Gerson, Kahat kple Merari; eye Lewi tsi ho fe alafa deka kple blaetó vo adre. 17 Ger- son viwo nye Libni kple Simei le wofe dzidzime nu
EXO	12	18	Le premier mois, le quatorzième jour du mois, au soir, vous mangerez des pains sans levain jusqu’au soir du vingt et unième jour.	Le Fei gbáto me, tso gleti la fe nkeke wuienelia fe fié miadze abolo ma- wamawa dudu gome vasede gleti la fe nkeke blave vo dekelia fe fié
EXO	7	11	Mais Pharaon appela des sages et des enchanteurs; et les magiciens d’Égypte, eux aussi, en firent autant par leurs enchantements.	Ke Farao hà yo nunya- lawo kple afakalawo ve, eye 1 Egiptetowo fe akunyawolawo tso wofe aye me nuwowowo woe ne- nemake
EXO	40	33	Il dressa le parvis autour du tabernacle et de l’autel, et il mit le rideau à la porte du parvis. Ce fut ainsi que Moïse acheva l’ouvrage.	Eye wóto Kpo fo Wa nofe la kple vosamlekpui la godo va Kpe, eye wótso avo la tu agbo Ia nu. Ale Mose wu do blibo la nu. Mawu fe nutikokoe yo agbado la tan
EXO	14	25	Il ôta les roues de leurs chars et en rendit la marche difficile. Les Égyptiens dirent alors: Fuyons devant Israël, car l’Éternel combat pour lui contre les Égyptiens.	Eye wona wofe tasiadamfowo gli, ale be hgoyiyi zu do na wo. Tete Egipte- towo gblo bena: Mina míasi le Israel nu, elabena? Yehowa le a ra wom na wo de Egiptetowo nuti
EXO	26	21	et leurs quarante bases d’argent, deux bases sous chaque planche.	Eye natso klosalo awo afo blane de wo gome, afo eve nano wufo de- siade gome
EXO	19	5	Maintenant, si vous écoutez ma voix, et si vous gardez mon alliance, vous m’appartiendrez entre tous les peuples, car toute la terre est à moi;	Azo ne miado to nye gbe, eye miale nye nubabla me de asi la, ekema mianye tonye kon le dukowo kata dome, elabena anyigba blibo la tonyee. 6 Eye mianye /nunolawo fe fiadufe kple duko kokoe nam! 2 Esiawo nye nya, siwo nagblo na. Israel-viwo
EXO	37	24	Il employa un talent d’or pur, pour faire le chandelier avec tous ses ustensiles.	Sika nyuito talento deka wótso woe kple enu nuwo kata
EXO	30	10	Une fois chaque année, Aaron fera des expiations sur les cornes de l’autel; avec le sang de la victime expiatoire, il y sera fait des expiations une fois chaque année parmi vos descendants. Ce sera une chose très sainte devant l’Éternel.	Eye Aron natsonuvünutivosalà,si enye avulénu Ja, fe wu ade nuvo da ie efe t dzowo nu zi deka le fe deka me. Zi deka woade nuvó da le enu le fe deka me, eye wòanye dodo na miafe dzidzimeviwo ; ela- bena nu kokoeto wónye na Ye- howa. Dzudzovosamlekpul. Gadzodzo de agbado la nu
EXO	19	22	Que les sacrificateurs, qui s’approchent de l’Éternel, se sanctifient aussi, de peur que l’Éternel ne les frappe de mort.	Eye nunola, siwo ate de Yehowa nu hà, nawo wo dokui dzadze, bena Yehowa mapaje gbe de wo dzi o
EXO	5	3	Ils dirent: Le Dieu des Hébreux nous est apparu. Permets-nous de faire trois journées de marche dans le désert, pour offrir des sacrifices à l’Éternel, afin qu’il ne nous frappe pas de la peste ou de l’épée.	Wogblo bena: Hebritowo fe Mawu la de edokui fia mí. Na míazo nkeke eto fe azoli ayi gbedzi, ne míasa vo na Yehowa, mía Mawu la; ne menye nenem o la, adze mía dzi kple oyb alo yi
EXO	5	10	Les inspecteurs du peuple et les commissaires vinrent dire au peuple: Ainsi parle Pharaon: Je ne vous donne plus de paille;	Tete duko la e dodzikpolawo kple do- nunolawo yi, eye wogblo na duko la bena: Ale Farao do enye si: Nyemegale gbe na ge mi azo o
EXO	24	14	Il dit aux anciens: Attendez-nous ici, jusqu’à ce que nous revenions auprès de vous. Voici, Aaron et Hur resteront avec vous; si quelqu’un a un différend, c’est à eux qu’il s’adressera.	Eye wogblo na ame tsitsiawo bena: Mino afisia, va- sede esime míagatro ava mia gbo. Kpo da, Aron kple Hur le mia gbo, ne wonunyaa de le amea de si la, woatsoe ayi wo gboe
EXO	3	13	Moïse dit à Dieu: J’irai donc vers les enfants d’Israël, et je leur dirai: Le Dieu de vos pères m’envoie vers vous. Mais, s’ils me demandent quel est son nom, que leur répondrai-je?	Eye Mose gblo na Mawu bena: Ne meva Israel-viwo gbo, eye megblo na wo be: mia fofo- wo fe Mawu dom do de mia gbo, eye woabiam bena: enko dee hà la, aleke mado nu na woe?
EXO	17	5	L’Éternel dit à Moïse: Passe devant le peuple, et prends avec toi des anciens d’Israël; prends aussi dans ta main ta verge avec laquelle tu as frappé le fleuve, et marche!	Yehowa gblo na Mose bena: Dze duko la ngo, eye nade ame tsitsia dewo le Israel dome akpe de dokuiwó nu, eye natso atikplo, si inetso fo Nil dzi la, de asi yii
EXO	28	33	Tu mettras autour de la bordure, en bas, des grenades de couleur bleue, pourpre et cramoisi, entremêlées de clochettes d’or:	Eyome natso adabe bloto kple dzito fe ka kpakple ka dze awo yevubo- dawo de awu la to godo ava kpe, eye woatso sika awo nyawowoewo de wo domee
EXO	6	27	Ce sont eux qui parlèrent à Pharaon, roi d’Égypte, pour faire sortir d’Égypte les enfants d’Israël. Ce sont là ce Moïse et cet Aaron.	Amesiwo yi dagblo na Farao, Egipte-fia bena, yewoakplo Israel- viwo atso Egipte, wonye Mose kple Aron
EXO	40	31	Moïse, Aaron et ses fils, s’y lavèrent les mains et les pieds;	Eya me Mose kple Aron kple vianutsuwo kloa wofe asiwo kple afowo do
EXO	26	9	Tu joindras séparément cinq de ces tapis, et les six autres séparément, et tu redoubleras le sixième tapis sur le devant de la tente.	Nato kuntru ató akpe vovo, eye nato kuntru ade hà akpe vovo, eye nane kun- tru adelia, si le agbado la fe ngo- dze la me de eve
EXO	4	25	Séphora prit une pierre aiguë, coupa le prépuce de son fils, et le jeta aux pieds de Moïse, en disant: Tu es pour moi un époux de sang!	Tete Zipora tso kpe dadea de là vianutsu fe awanuyi . 17, 14. t Yos. 5, 2. da, eye wótsoe da de efe afo nu gblo bena: Wunugbetosró nenye nam
EXO	7	19	L’Éternel dit à Moïse: Dis à Aaron: Prends ta verge, et étends ta main sur les eaux des Égyptiens, sur leurs rivières, sur leurs ruisseaux, sur leurs étangs, et sur tous leurs amas d’eaux. Elles deviendront du sang: et il y aura du sang dans tout le pays d’Égypte, dans les vases de bois et dans les vases de pierre.	Tete Yehowa gblo na Mose bena: Gblo na Aron bena: Tso wo atikplo, eye nado wò asi de Egiptetowo fe tsiwo dzi; de wofe tosisiwo, towuwo, tawo kple tsi- tefewo Kaia dzi, bena woatro zu wu, eye wu nano Egipte-nyigba blibo la katá dzi le goewo kple zewo me
EXO	39	19	On fit encore deux anneaux d’or, que l’on mit aux deux extrémités du pectoral, sur le bord intérieur appliqué contre l’éphod.	Wogawo sikasige eve, eye woto wo de akotadonu la fe dzogoe mamle eveawo dzi le eme, ale be wodze akoblanula dzi
EXO	27	17	Toutes les colonnes formant l’enceinte du parvis auront des tringles d’argent, des crochets d’argent, et des bases d’airain.	Kpoti, siwo kata le kpoa me godo la, fe . 24, 2. d kp.9 19 kpo e Kron.L 23,13. / 6,23. h kp, 4 30 kpo 1 21. Y amn kple wo ñuti galsgbaduo: wo nanye klosalo, eye wo gome- fowo nanye akobli
EXO	12	5	Ce sera un agneau sans défaut, mâle, âgé d’un an; vous pourrez prendre un agneau ou un chevreau.	Látsui, si so blibo, eye wóho fe deka 1a, miale; mitiae le aléwo alo gbówo dome
EXO	36	15	La longueur d’un tapis était de trente coudées, et la largeur d’un tapis était de quatre coudées; la mesure était la même pour les onze tapis.	Kuntru deka fe didime le aboklugui blaetó, eye efe kekeme le aboklugui ene; dzidzeme deka li na kuntru wui- dekeawo katá
EXO	21	7	Si un homme vend sa fille pour être esclave, elle ne sortira point comme sortent les esclaves.	Ne amea de dzra vianyonu kosii la, eya madzo abe? nutsuwo ene o
EXO	36	9	La longueur d’un tapis était de vingt-huit coudées; et la largeur d’un tapis était de quatre coudées; la mesure était la même pour tous les tapis.	Kuntru deka fe didime le aboklugui blave vo enyi, eye efe kekeme le aboklugui ene; dzidze- me deka li na kuntruawo kata
EXO	30	4	Tu feras au-dessous de la bordure deux anneaux d’or aux deux côtés; tu en mettras aux deux côtés, pour recevoir les barres qui serviront à le porter.	Eye nawo sikasipe eveve de efe ahawo kple eve dzi le atsiádodo la te, bena woate nu afo kpo de wo me akoe
EXO	33	18	Moïse dit: Fais-moi voir ta gloire!	Edo nu bena: Mege kuku, na makpo wó nutikokoe la!
EXO	16	22	Le sixième jour, ils ramassèrent une quantité double de nourriture, deux omers pour chacun. Tous les principaux de l’assemblée vinrent le rapporter à Moïse.	Ke le nkeke adeagbe la wo- foa nududu la tefe eve, ame deka gomer eve. Eye ha la fe ame- gawo kata va gbloe na Mose
EXO	23	16	Tu observeras la fête de la moisson, des prémices de ton travail, de ce que tu auras semé dans les champs; et la fête de la récolte, à la fin de l’année, quand tu recueilleras des champs le fruit de ton travail.	Ne édze nusiwo nefa de agble me la nene gome 1a, nadu nkekenyuie, eye ne éfo wo agble- menuwo nu fu de ava me le fe la fe nuwuwu me 1a, ekema na- gadu ükekenyuie
EXO	25	12	Tu fondras pour elle quatre anneaux d’or, et tu les mettras à ses quatre coins, deux anneaux d’un côté et deux anneaux de l’autre côté.	Emegbe nako sikasige ene, eye nakla wo de efe dzogoe enea- wo nu; asige eve nano aha deka, eye asige eve hà nano aha eve- 4 kp lia
EXO	3	16	Va, rassemble les anciens d’Israël, et dis-leur: L’Éternel, le Dieu de vos pères, m’est apparu, le Dieu d’Abraham, d’Isaac et de Jacob. Il a dit: Je vous ai vus, et j’ai vu ce qu’on vous fait en Égypte,	Heyi, ne nafo Israel-viwo fe ame tsi- tsiwo nu fu, eye nagblo na wo bena: Yehowa, mia fofowo fe Ma- wu, Abraham fe Mawu, Isak fe Mawu kple Yakob fe Mawu la, de edokui fiam gblo bena: Medo nku mia dzi, eye mekpo nusi dzo de mia dzi le Egipte
EXO	35	2	On travaillera six jours; mais le septième jour sera pour vous une chose sainte; c’est le sabbat, le jour du repos, consacré à l’Éternel. Celui qui fera quelque ouvrage ce jour-là, sera puni de mort.	Nkeke ade miawo do, ke mia- bu nkeke adrelia kokoe, dzudzo- gbee wónye na Yehowa, amesia- me, si awo do le edzi la, woawui
EXO	18	4	l’autre se nommait Éliézer, car il avait dit: Le Dieu de mon père m’a secouru, et il m’a délivré de l’épée de Pharaon.	Evelia fe nko nye Eliezer: Elabena fo- fonye fe Mawu la kpe de nunye, eye wódem tso Farao fe yi nu
EXO	36	14	On fit des tapis de poil de chèvre, pour servir de tente sur le tabernacle; on fit onze de ces tapis.	Emegbe wotso gbófu 10 kun- tru wuideke, bena woatso agba nofe la tame
EXO	35	20	Toute l’assemblée des enfants d’Israël sortit de la présence de Moïse.	Emegbe Israel-viwo fe ha blibo la dzo le Mose gbo
EXO	29	29	Les vêtements sacrés d’Aaron seront après lui pour ses fils, qui les mettront lorsqu’on les oindra et qu’on les consacrera.	Aron fe awu kokoeawo nazu vianutsu, siwo ano etefe la to, eye woano wo nu, hafi woasi ami na wo, eye woado wo
EXO	37	12	Il y fit à l’entour un rebord de quatre doigts, sur lequel il mit une bordure d’or tout autour.	Edo to ne kpe do, si ko asi deka, eye wotso sika do atsia de to la nu kpe do
EXO	10	4	Si tu refuses de laisser aller mon peuple, voici, je ferai venir demain des sauterelles dans toute l’étendue de ton pays.	Ke ne égbe asi- dede le nye duko nu la, ekema mana wetsuviwo nava wo anyigba dzi etso
EXO	7	18	Les poissons qui sont dans le fleuve périront, le fleuve se corrompra, et les Égyptiens s’efforceront en vain de boire l’eau du fleuve.	Eye la, siwo le Nil me la, laku, eye to la ade asi wewe me, ale be Egiptetowo anyo nu toa me tsi no- no
EXO	18	23	Si tu fais cela, et que Dieu te donne des ordres, tu pourras y suffire, et tout ce peuple parviendra heureusement à sa destination.	Ne éwo alea, eye Mawu lõ de dzi na wó la, ekema àkpo gbo- dzoe, eye duko blibo la hà ayi afe me le nutifafa me
EXO	4	7	L’Éternel dit: Remets ta main dans ton sein. Il remit sa main dans son sein; puis il la retira de son sein, et voici, elle était redevenue comme sa chair.	Eye wogblo bena: Gagbugbo wò asi fo de wà aha- tome! Eye esi wogagbugbo efe asi fo de ahatome,.eye wogadee da la, kpo da, efe asi gazu abe efe hutilà susoea ene
EXO	26	36	Tu feras pour l’entrée de la tente un rideau bleu, pourpre et cramoisi, et de fin lin retors; ce sera un ouvrage de broderie.	Eye avolólawo natso adabe bloto kple dzito fe ka, ka dzë kple deti gi dada alo avo, bena woatso atu agbado la nu
EXO	35	3	Vous n’allumerez point de feu, dans aucune de vos demeures, le jour du sabbat.	Migado dzo de miafe afea deke me le dzudzogbe la dzi o. Nudzodzo fà hena agbado la tutu
EXO	34	11	Prends garde à ce que je t’ordonne aujourd’hui. Voici, je chasserai devant toi les Amoréens, les Cananéens, les Héthiens, les Phéréziens, les Héviens et les Jébusiens.	Dzra se, siwo made na wo egbe la do. Kpo da, manyà lAmoritowo, Kanaanitowo, Hitito- wo, Perizitowo, Hiwitowo kple Yebusitowo le ngowó
EXO	12	38	Une multitude de gens de toute espèce montèrent avec eux; ils avaient aussi des troupeaux considérables de brebis et de bœufs.	Amedzro gedewo hà kpe de wo nuti, eye wokplo aléwo kple nyiwo, laha gà nuto, de asi
EXO	16	29	Considérez que l’Éternel vous a donné le sabbat; c’est pourquoi il vous donne au sixième jour de la nourriture pour deux jours. Que chacun reste à sa place, et que personne ne sorte du lieu où il est au septième jour.	Mikpo da, Ye- howa na dzudzogbe mi, eyata wona nududu mi le nkeke adrelia dzi de nkeke eve nu. Amesiame natsi afe, eye amea deke nagado go le afe me le nkeke adrelia dzio!
EXO	34	2	Sois prêt de bonne heure, et tu monteras dès le matin sur la montagne de Sinaï; tu te tiendras là devant moi, sur le sommet de la montagne.	Dzra do vasede etso, eye etso ndi la nalia Sinai- to la, eye nano dzoyem le to la tame
EXO	3	4	L’Éternel vit qu’il se détournait pour voir; et Dieu l’appela du milieu du buisson, et dit: Moïse! Moïse! Et il répondit: Me voici!	Ke esi Yehowa kpo bena, ele tetem va, be yeakpoe da la, Mawu yoe tso inye la me bena: Mose, Mose! Edo nu bena: Nyee nye si!
EXO	29	42	Voilà l’holocauste perpétuel qui sera offert par vos descendants, à l’entrée de la tente d’assignation, devant l’Éternel: c’est là que je me rencontrerai avec vous, et que je te parlerai.	Esia enye gbesiagbe numevosa, si miafe dzidzimeviwo amè le Ma- wu fe agbado la nu le Yehowa fe nku me, afisi made dokuinye afia mi afo nu kpli mi le
