livre	chapitre	verset	fr	ewe
ECC	1	8	Toutes choses sont en travail au-delà de ce qu’on peut dire; l’œil ne se rassasie pas de voir, et l’oreille ne se lasse pas d’entendre.	Nuwo kata le iagbagbadzedze dzi, amegbeto mate nu afo nu le wo nu avoe 0; nukpokpo media fo na nku o, eye nusese meyoa to o
ECC	7	6	Car comme le bruit des épines sous la chaudière, ainsi est le rire des insensés. C’est encore là une vanité.	Ela- bena alesi anoka wona kpotokpoto le ze gome la, nenema nye bome- tsilawo fe nukoko. Esia ha toflo- koe
ECC	12	8	avant que le cordon d’argent se détache, que le vase d’or se brise, que le seau se rompe sur la source, et que la roue se casse sur la citerne;	Toflokowo fe tofloko! Nya- gblola be: Muwo kata toflokowoe! 9 Nyagblola sia la menye nu- nyala ko o, ke bon efia sidzedze duko 1a, edo nu kpo, edi nu gome, eye *woódo lo gedewo
ECC	10	5	Il est un mal que j’ai vu sous le soleil, comme une erreur provenant de celui qui gouverne:	Mekpo nu vódia de le gea te, eso kple dzidula fe dadafu
ECC	10	9	Celui qui remue des pierres en sera blessé, et celui qui fend du bois en éprouvera du danger.	Amesi le Kpe dem 1a, eyae wowoa nu vevi, eye amesi le nake dzem Ia, eyae hoa abi
ECC	11	3	Quand les nuages sont pleins de pluie, ils la répandent sur la terre; et si un arbre tombe, au midi ou au nord, il reste à la place où il est tombé.	Ne tsi yo alilikpowo la, wotrone kona de anyigba dzi; ne ati mu le dziehe alo anyiehe la, afisi atia mu do la, afima wo- tsina
ECC	7	10	Ne dis pas: D’où vient que les jours passés étaient meilleurs que ceux-ci? Car ce n’est point par sagesse que tu demandes cela.	Megagblo be, nukata tsã nke- kewo nyo wu fifitowo hà o, ela- bena mèle biabiam de nunya me o
ECC	5	12	Il est un mal grave que j’ai vu sous le soleil: des richesses conservées, pour son malheur, par celui qui les possède.	Yb ga, si mekpo le gea te la, enye be, ke- sinoto le efe nuwo nu dzom hena eya nuto fe dzogbevoe
ECC	7	3	Mieux vaut le chagrin que le rire; car avec un visage triste le cœur peut être content.	Nuhaha nyo wu nukoko, elabena ne mo do ada la, esone na dzi
ECC	8	5	Celui qui observe le commandement ne connaît point de chose mauvaise, et le cœur du sage connaît le temps et le jugement.	Amesi dzra sedede do la, yba deke mava edzi o, eye nunyala fe dzi nyaa azà- gbe kple wonudodro
ECC	2	13	Et j’ai vu que la sagesse a de l’avantage sur la folie, comme la lumière a de l’avantage sur les ténèbres;	Tete mekpo be, nunya fo bometsitsi ta, abe alesi kekeli fo viviti tae ene
ECC	11	7	La lumière est douce, et il est agréable aux yeux de voir le soleil.	Kekeli nyo, eye ge kpo- kpo vivia nku nu
ECC	8	11	Parce qu’une sentence contre les mauvaises actions ne s’exécute pas promptement, le cœur des fils de l’homme se remplit en eux du désir de faire le mal.	Esi afia menya tsona le nu vódi wowo nu kaba o ñuti la, eyata dzi doa amegbetoviwo fo nuto de nu vodi wowo iu
ECC	5	11	Le sommeil du travailleur est doux, qu’il ait peu ou beaucoup à manger; mais le rassasiement du riche ne le laisse pas dormir.	Dowola dadu nu we o, edadu nu gede o, alo vivina ne; ke kesinoto fe nu gbogboawo me- nana wódoa aló o
ECC	4	15	J’ai vu tous les vivants qui marchent sous le soleil entourer l’enfant qui devait succéder au roi et régner à sa place.	Mekpo be, agbagbeawo kata, siwo le zozom le gea te la, ho de dekakpui, si ano ame ke- mea tefe la dzi
ECC	2	2	J’ai dit du rire: Insensé! Et de la joie: A quoi sert-elle?	Megblo na nukoko be: adawae! eye na dzidzo be: nuka esia ya awo?
ECC	3	14	J’ai reconnu que tout ce que Dieu fait durera toujours, qu’il n’y a rien à y ajouter et rien à en retrancher, et que Dieu agit ainsi afin qu’on le craigne.	Medze sii be, nusiwo kata Ma- wu wo la, ano anyi dà, womatso naneke akpee o, eye womade na- neke le eme o. Mawu de wówoe alea, be woavo ye
ECC	2	14	le sage a ses yeux à la tête, et l’insensé marche dans les ténèbres. Mais j’ai reconnu aussi qu’ils ont l’un et l’autre un même sort.	*Nu- nyala to nku de ta, ke bometsila 20a viviti me. Ke medze sii be, nya deka togbee koe dzona de wo kata dzi
ECC	7	19	La sagesse rend le sage plus fort que dix chefs qui sont dans une ville.	Nunya naa nusé nunyalawo wu nuséto ewo, siwo le du me
EPH	5	3	Que l’impudicité, qu’aucune espèce d’impureté, et que la cupidité, ne soient pas même nommées parmi vous, ainsi qu’il convient à des saints.	Ke ahasiwowo kple makoma- konyenye kata alo nukeklé la womagayo enko pb hà le mia dome o, abe alesi wódze ame ko- koewo ene
EPH	5	17	C’est pourquoi ne soyez pas inconsidérés, mais comprenez quelle est la volonté du Seigneur.	Eyanuti la migazu bometsilawo o, ke bon midze si nusi nye Afeto la fe lo- lonu
EPH	6	5	Serviteurs, obéissez à vos maîtres selon la chair, avec crainte et tremblement, dans la simplicité de votre cœur, comme à Christ,	Mi dolawo la, mido to mia afe- towo le nutiláà nu kple vovó kpa- kple dzodzo nyànyànyà le miafe dzimekoko me abe Kristo ene
EPH	1	15	C’est pourquoi moi aussi, ayant entendu parler de votre foi au Seigneur Jésus et de votre charité pour tous les saints,	Esianuti nye hā, esime mese hose, si le mia si le Afeto Yesu me la, kple miafe loló, si mietso lð ame kokoeawo kata nutinya la
EPH	2	9	Ce n’est point par les œuvres, afin que personne ne se glorifie.	; Mat. i Ko.12,5; Kor. I. 12, 27
EPH	5	25	Maris, aimez vos femmes, comme Christ a aimé l’Église, et s’est livré lui-même pour elle,	Mi nutsuwo la, miló mia nu- towo mia srówo, abe alesi Kristo ha lő hame Ia, eye wótso ye nuto dokui hena de eta la ene
EPH	4	11	Et il a donné les uns comme apôtres, les autres comme prophètes, les autres comme évangélistes, les autres comme pasteurs et docteurs,	Eye eya ke do qamea dewo wonye apostolowo,eye amea dewo ha nye nyagblodilawo, eye amea dewo ha nye nyanyuiegblo- lawo, eye amea dewo ha nye kplo- lawo kple nufialawo, 12 bene woa- dzra ame kokoewo do hena subo- subo fe dowowo hena Kristo fe nutila tutu,?
EPH	2	7	afin de montrer dans les siècles à venir l’infinie richesse de sa grâce par sa bonté envers nous en Jésus-Christ.	bene le beyibi, siwo gbona me la, woade ye nuto fe fame- nuveve fe agbososo gede, si fo wo katá ta la, de go afia le do- mekoko, si wóko de mía nu la me le Kristo Yesu me
EPH	2	17	Il est venu annoncer la paix à vous qui étiez loin, et la paix à ceux qui étaient près;	Eye wóva gblo nutifafa fe nyanyuie !a fia mi amesiwo le adzoge kple amesiwo le kpuife la
EPH	4	9	Or, que signifie: Il est monté, sinon qu’il est aussi descendu dans les régions inférieures de la terre?	Ke esi wóyi dzi la, nukae, ne- gbe deko bena wóyi anyi me de anyigba fe nutowo me ha hafi?
EPH	5	22	Femmes, soyez soumises à vos maris, comme au Seigneur;	Mi nyonuwo la, mibobo mia dokui na mia ñutowo mia srówo abe Afeto la ene
EPH	4	26	Si vous vous mettez en colère, ne péchez point; que le soleil ne se couche pas sur votre colère,	Mibi dzi, eye migawo nuvó o; fe la na- gado to de miafe dzibibi o; 27 eye migana mo Abosam hà o!
EPH	5	18	Ne vous enivrez pas de vin: c’est de la débauche. Soyez, au contraire, remplis de l’Esprit;	Eye migamu aha, esi me nu badabada wowo le la o; ke bon Gbogbo la nayo mi Ii 19 eye mitso Psalmowo kple ka- fukafuhawo kpakple gbogbo me hawo fo nu kple mia noewo: Midzi ha, eye mifo ha na Afeto la le miafe dzi me
EPH	3	13	Aussi je vous demande de ne pas perdre courage à cause de mes tribulations pour vous: elles sont votre gloire.	Eyanuti la mele kuku dem na mi bena, dedi nagate mia nu le nye haha, siwo mekpo le mia ta, esiwo nye bubu na mi la nuti o
EPH	2	19	Ainsi donc, vous n’êtes plus des étrangers, ni des gens du dehors; mais vous êtes concitoyens des saints, gens de la maison de Dieu.	Eyata azo mieganye ame tutowo kple amedzrowo o, ke Boi mienye ame kokoewo fe hadumeviwo kple Mawu fe afemetowo,?
EPH	4	31	Que toute amertume, toute animosité, toute colère, toute clameur, toute calomnie, et toute espèce de méchanceté, disparaissent du milieu de vous.	Mina woade veve heliheli kple dome- dzoe kple dziku kple ëlidodo kple busubobo katá kpakple nu tovo wowo kata ha da le mia dome.° 32 Ke miko dome de mia noewo nu, eye miafe dome natro de mia noewo nu, eye mitso ke mia noe- wo, abe alesi Mawu tso ke mi le Kristo me la ene. Nuhobló hena 2020 nyui. Amo la mizu mawusroólawo abe = lolóviwo ene
EPH	5	2	et marchez dans la charité, à l’exemple de Christ, qui nous a aimés, et qui s’est livré lui-même à Dieu pour nous comme une offrande et un sacrifice de bonne odeur.	eye mizo ie loló me, !abe alesi Kristo hà 10 mi, eye wótso edokui hena de mia ta, bene wóanye nunana kple 'vosa na Mawu, bene woóanye wewe 1111 nyw la ene
EPH	4	29	Qu’il ne sorte de votre bouche aucune parole mauvaise, mais, s’il y a lieu, quelque bonne parole, qui serve à l’édification et communique une grâce à ceux qui l’entendent.	Migana nya vloa deke nado go tso mia nu me gbedegbede o, ke bon nya, hsi nyo na ngogbedede, ne ehià la, bene wóana amenuveve ame- a . e Kol. 3, 8. f g Kol. 2, 19. . i kp.25; Gal. 2, k Ro. 1, 21
EPH	5	5	Car, sachez-le bien, aucun impudique, ou impur, ou cupide, c’est-à-dire, idolâtre, n’a d’héritage dans le royaume de Christ et de Dieu.	Elabena mi amesiwo nye sidzelawo, mienyae bena, aha- siwola aló ame makomako aló nukléla, si so kple trósubola la, domenyinyia geke meli na wo dometoa deke le Kristo kple Ma- wu fe fiadufe la me o
EPH	5	31	C’est pourquoi l’homme quittera son père et sa mère, et s’attachera à sa femme, et les deux deviendront une seule chair.	„Eyata nutsu agble fofoa kple dadaa di, eye wòalé 1 Mo. V.6, 7
EPH	5	24	Or, de même que l’Église est soumise à Christ, les femmes aussi doivent l’être à leurs maris en toutes choses.	Gake la alesi hame la boboa edokui na Kristo 1a, nene- ma ke nyonuwo hà nawo na woawo nuto wo srówo le nuwo katà me
EPH	2	18	car par lui nous avons les uns et les autres accès auprès du Père, dans un même Esprit.	Elabena eyama ke me mí kpakple eve la katà míekpo monu le Gbogbo deka me le heyina Fofo la gbọ
EPH	4	30	N’attristez pas le Saint-Esprit de Dieu, par lequel vous avez été scellés pour le jour de la rédemption.	Eye migawo nusi ave Mawu fe Gbogbo kokoe la o, amesi me bwotre mia nu le hena hoho fe nkeke la
EPH	5	9	Car le fruit de la lumière consiste en toute sorte de bonté, de justice et de vérité.	Mizo abe kekeliviwo ene! Elabena kekeli fe kutsetse 1a le domenyonyo kple dzodzoe- nyenye kple nyatefe kata me
EPH	2	13	Mais maintenant, en Jésus-Christ, vous qui étiez jadis éloignés, vous avez été rapprochés par le sang de Christ.	Ke azo la miele Kristo Yesu me, mi amesiwo le adzoge wi tsà la, miete va le Kristo fe wu la me
EPH	4	25	C’est pourquoi, renoncez au mensonge, et que chacun de vous parle selon la vérité à son prochain; car nous sommes membres les uns des autres.	Eyanuti mide awatsokaka 12 di, eye amesiame °nagblo nyatefe na ehavi; elabena ñutinuwo míe- nye na mía noewo
EPH	4	10	Celui qui est descendu, c’est le même qui est monté au-dessus de tous les cieux, afin de remplir toutes choses.	Amesi va anyi la, eya ke ga- nye amesi yi dzifowo kata fe dzifo hà, bene wòayo nuwo kata tan
EPH	5	33	Du reste, que chacun de vous aime sa femme comme lui-même, et que la femme respecte son mari.	Ke miawo hà mia do- me desiade naló ye nuto srba- nyonu nenema ke, abe ye nuto do- kui ene; ke nyonu la nasi sróa da Dodo hena kristotowo. Mi deviwo la, mido to mia dzi- a lawo le Afeto la me, elabena esia le etefe.?
EPH	5	4	Qu’on n’entende ni paroles déshonnêtes, ni propos insensés, ni plaisanteries, choses qui sont contraires à la bienséance; qu’on entende plutôt des actions de grâces.	kple nukpenanu kple yakanyagbogblowo kple atsa- fofo, siwo medze o, negbe akpe- dada bon
EPH	3	20	Or, à celui qui peut faire, par la puissance qui agit en nous, infiniment au-delà de tout ce que nous demandons ou pensons,	Ke amesi tea iu wona wua nusianu gede wua nusiwo katà míebiana alo míedzea si le nusé, 51 le do wom nusétoe le mía me nu la, 21 eya to nanye nutikokoe la le ha me le Kristo Yesu me yidase dzidzimewo kata dzi, tso mavo me yi de mavo me! Amen. Nuhohló hena dekawowo le gbogbo me
EST	7	2	Ce second jour, le roi dit encore à Esther, pendant qu’on buvait le vin: Quelle est ta demande, reine Esther? Elle te sera accordée. Que désires-tu? Quand ce serait la moitié du royaume, tu l’obtiendras.	Eye esi wole wein nom la, fia la gabia Ester le nkeke evelia dzi be: Fiasrd Ester, nuka biam néle? Woana wà. Eye nuka dim nele? Nenye fiadufe fe afa pbe hala, woawo edzi na wà!
EST	6	10	Le roi dit à Haman: Prends tout de suite le vêtement et le cheval, comme tu l’as dit, et fais ainsi pour Mardochée, le Juif, qui est assis à la porte du roi; ne néglige rien de tout ce que tu as mentionné.	Tete fia la gblo na Haman bena: Netso, natso awua kple so la, eye nawo na Yudato Mardohai, amesi bobo no e b, 14. fia fe agbonu 1a, abe alesi négblo ene; eye megana naneke nato le nya, siwo kata négblo la me o!
EST	7	3	La reine Esther répondit: Si j’ai trouvé grâce à tes yeux, ô roi, et si le roi le trouve bon, accorde-moi la vie, voilà ma demande, et sauve mon peuple, voilà mon désir!	Fiasrõ Ester do nu gblo bena: Fia, ne éve nunye, eye ne edze fia nu la, ekema woatso nye agbe kem le nye biabia nu, eye woatso nye duko nam le nye didi nu!
EST	8	17	Dans chaque province et dans chaque ville, partout où arrivaient l’ordre du roi et son édit, il y eut parmi les Juifs de la joie et de l’allégresse, des festins et des fêtes. Et beaucoup de gens d’entre les peuples du pays se firent Juifs, car la crainte des Juifs les avait saisis.	Yudatowo kpo dzidzo, wotso aseye, wotu aglo, eye wodu nkekenyuie le anyigbawo kata dzi kple du, siwo kata me fia fe nya kple efe se la de; eyeanyigba dzi dukowo do- meto gedewo tro zu Yudatowo, elabena Yudatowo fe nodzi lé wo. Yudatowo bia Mb wofe futowo. Le dzinu wuievelia, si nye a dzinu Adar la, fe nkeke wule- tolia, si dzi woawo fia fe nya kple efe sea dzi la dzi, gbesigbe Yudatowo fe futowo le mo kpom be, yewoakpo nusé de wo dzi la, nya la tro be, Yudatowo kpo ñusë de wofe ketowo dzi
EST	3	13	Les lettres furent envoyées par les courriers dans toutes les provinces du roi, pour qu’on détruisît, qu’on tuât et qu’on fît périr tous les Juifs, jeunes et vieux, petits enfants et femmes, en un seul jour, le treizième du douzième mois, qui est le mois d’Adar, et pour que leurs biens fussent livrés au pillage.	Tete wode agbale la dubolawo si do de fia fe anyigbawo Kaia dzi, be woatsró Yudatowo kata, woawu wo, eye woagbleé wo, deviwo kple tsitsiawo, vidziewo kple nyonuwo sia le nkeke deka dzi, le dzinu wuievelia, si nye dzinu Adar fe nkeke wuietólia dzi, eye woaha wofe nuwo
EST	8	7	Le roi Assuérus dit à la reine Esther et au Juif Mardochée: Voici, j’ai donné à Esther la maison d’Haman, et il a été pendu au bois pour avoir étendu la main contre les Juifs.	Tete fia Ahasweros gblo na fiasró Ester kple Yudato Mardo- hai bena: Kpo da, metso Haman fe afe na Ester, eye wohe eya nuto de ati nu, le esi wódo efe asi dzi de Yudatowo nu 1a ta
EST	1	16	Memucan répondit devant le roi et les princes: Ce n’est pas seulement à l’égard du roi que la reine Vasthi a mal agi; c’est aussi envers tous les princes et tous les peuples qui sont dans toutes les provinces du roi Assuérus.	Tete Memuhan do nu le fia kple ame- gawo nku me bena: Menye fia la dedeko nu fiasró Wasti da vo do o, ke bon de amegáwo kata kple duko, siwo kata le fia Ahasweros fe anyigbawo kata dzi la, ha ñu- tie
EST	8	16	Il n’y avait pour les Juifs que bonheur et joie, allégresse et gloire.	Eye wónye dzo- gbenyuie, dzidzo, aseyetsotso kple bubu na Yudatowo
EST	1	12	Mais la reine Vasthi refusa de venir, quand elle reçut par les eunuques l’ordre du roi. Et le roi fut très irrité, il fut enflammé de colère.	Ke fiasro Wasti gbe fia fe nya, si wode afe dzikpolawo sila, eye me- va o. Tete fia la nyra nuto, eye dzi bi de dome ne
EST	1	5	Lorsque ces jours furent écoulés, le roi fit pour tout le peuple qui se trouvait à Suse, la capitale, depuis le plus grand jusqu’au plus petit, un festin qui dura sept jours, dans la cour du jardin de la maison royale.	Esi nkekeawo de vo 1a, fia la tu aglo na duko blibo, si va Susa- mü Ja me tso tsitsiwo dzi vasede deviwo dzi de casa la fe abo nu nkeke adre son
EST	5	3	Le roi lui dit: Qu’as-tu, reine Esther, et que demandes-tu? Quand ce serait la moitié du royaume, elle te serait donnée.	Fia la gblo ne bena: Fiasró Ester, nya ka dzo de dzi- wò, eye nuka dim nàle? Nenye fiadufe la fe afa pbe hà la, woa- +soe ana wò!
EST	9	17	Ces choses arrivèrent le treizième jour du mois d’Adar. Les Juifs se reposèrent le quatorzième, et ils en firent un jour de festin et de joie.	Esia va me le dzinu Agar fe nkeke wuietolia dzi, eye wogbo de eme le efe nkeke wuie- nelia, si wotso wo aglotugbe kple dzidzokpogbee la dzi
EST	7	8	Lorsque le roi revint du jardin du palais dans la salle du festin, il vit Haman qui s’était précipité vers le lit sur lequel était Esther, et il dit: Serait-ce encore pour faire violence à la reine, chez moi, dans le palais? Dès que cette parole fut sortie de la bouche du roi, on voila le visage d’Haman.	Eye esi fia la tro tso fiasà fe abo me va ho, si me wono wein le me la, kpo da, Haman tsra de kuntrunu, 51 dzi Ester no anyi do la dzi, fia la gblo be: Fiasro hae wobe, ye- woalé sesē le afe me le gbonyea? Esi nya sia nya do le ia nu ko la, wotsyo nu mo na Haman hoho
EST	4	9	Hathac vint rapporter à Esther les paroles de Mardochée.	Eye esi Hatah va gblo Mar- dohai fe nyawo na Ester la, 10 Ester fo nu kple Hatah, eye wódoe de Mardohai gbo bena
EST	6	11	Et Haman prit le vêtement et le cheval, il revêtit Mardochée, il le promena à cheval à travers la place de la ville, et il cria devant lui: C’est ainsi que l’on fait à l’homme que le roi veut honorer!	Eye Haman tso awu kple so la, edo awua na Mardobhai, eye wona wódo so la to dua fe ablo me, eye wole gli dom le engo be: Ale woawo na nutsu, si nu fia di be, yeade bubui la enye si!
EST	1	8	Mais on ne forçait personne à boire, car le roi avait ordonné à tous les gens de sa maison de se conformer à la volonté de chacun.	Wono aha la le dodo la nu dzizizi manome, ela- bena fia la do na efe me amepӣwo kata be, amesiame nawo, alesi dze enu, 9 Eye fiasro Wasti hà tu aglo na nyonuwo de fiasá, si nye fia Ahasweros to la me
EST	7	6	Esther répondit: L’oppresseur, l’ennemi, c’est Haman, ce méchant-là! Haman fut saisi de terreur en présence du roi et de la reine.	Ester do nu bena: Keto kple futo lae nye Haman vódi sia! Tete Haman di vo le fia kple fiasró nku me
EST	2	8	Lorsqu’on eut publié l’ordre du roi et son édit, et qu’un grand nombre de jeunes filles furent rassemblées à Suse, la capitale, sous la surveillance d’Hégaï, Esther fut aussi prise et conduite dans la maison du roi, sous la surveillance d’Hégaï, gardien des femmes.	Esime fia fe nya kple efe se di wose, eye wofo nyonuvi gede- wo nu fu de Susa-mó me hetso wo de asi na Hegai la, wokplo Ester hà va iaza la me hetso de asi na nyonuwo nudzola Hegai
EST	5	4	Esther répondit: Si le roi le trouve bon, que le roi vienne aujourd’hui avec Haman au festin que je lui ai préparé.	Ester do ñu bena: 4Ne edze fia nu la, ekema fia kple Haman neva kpb, 51 mego ne egbe la ñu
EST	7	7	Et le roi, dans sa colère, se leva et quitta le festin, pour aller dans le jardin du palais. Haman resta pour demander grâce de la vie à la reine Esther, car il voyait bien que sa perte était arrêtée dans l’esprit du roi.	Ke fia la tso dziku tsi tre le wein la gbọ heyi fiasa fe abo me; eye Haman tsi afima, be yeabia efe agbe tso fiasro Ester 7, 8-8, 17 si, elabena ekpo be, fia la do dzo- gbevóoe de ye nu kplikpa
EST	5	7	Esther répondit: Voici ce que je demande et ce que je désire.	Ester do nu gblo bena: Nye biabia kple nye didi enye si
EST	9	18	Ceux qui se trouvaient à Suse, s’étant rassemblés le treizième jour et le quatorzième jour, se reposèrent le quinzième, et ils en firent un jour de festin et de joie.	Ke Yudato, siwo le Susa la, fo wo dokui nu fu le nkeke wuietólia kple wuienelia dzi, eye wogbo de eme le nkeke wuiatolia, si wotso wo aglotugbe kple dzidzo- kpogbee la dzi
EST	8	6	Car comment pourrais-je voir le malheur qui atteindrait mon peuple, et comment pourrais-je voir la destruction de ma race?	Elabena aleke mate nu akpo dzogbevóe, si ava nye duko dzi la kple nku, eye aleke mate nu akpo, alesi wole nye fometowo tsrómi la kple nku?
EST	5	11	Haman leur parla de la magnificence de ses richesses, du nombre de ses fils, de tout ce qu’avait fait le roi pour l’élever en dignité, et du rang qu’il lui avait donné au-dessus des chefs et des serviteurs du roi.	Eye Haman hlé efe kesinonu nyuiawo, via gbogboawo kple nusiwo kata fia la tso doe pge, kpakple alesi wò- tsoe do amegawo kple fia fe do- lawo dzi la na wo
EST	3	11	Et le roi dit à Haman: L’argent t’est donné, et ce peuple aussi; fais-en ce que tu voudras.	Fia la gblo na Haman bena: Klosalo la neno anyi ko; gake woawo duko la, alesi dze nuwó!
EST	9	29	La reine Esther, fille d’Abichaïl, et le Juif Mardochée écrivirent d’une manière pressante une seconde fois pour confirmer la lettre sur les Purim.	Eye fiasro Ester, Abihayil fe nyonuvi, kple Yudato Mardo- hai wonlo agbalé zi evelia le Pu- rim nuti heté gbe de dzi be, woa- do Kpe edzi woanye konu
EST	4	12	Lorsque les paroles d’Esther eurent été rapportées à Mardochée,	Eye wodagblo Ester fe nyawo na Mardohai
EST	4	3	Dans chaque province, partout où arrivaient l’ordre du roi et son édit, il y eut une grande désolation parmi les Juifs; ils jeûnaient, pleuraient et se lamentaient, et beaucoup se couchaient sur le sac et la cendre.	Eye nuhaha gáa de do Yudatowo dome le anyigba, siwo katà dzi fia fe nya kple efe se la de la dzi, wotsi nu do, wofa avi, eye wofa konyi, eye wo do- meto gedewo ta akpanyà hesi ai
EST	8	8	Écrivez donc en faveur des Juifs comme il vous plaira, au nom du roi, et scellez avec l’anneau du roi; car une lettre écrite au nom du roi et scellée avec l’anneau du roi ne peut être révoquée.	Ke miawo minlo agbalé do de Yudatowo le fia fe nko me, alesi dze mia nu, eye mitso fia fe nko- sige do nko ete; elabena agbale, si wonlo le fia fe nko me, eye wotso fia fe nkosige do nko ete la, womate nu atroe o. Fia fe se yeyewo dede, siwo na gbodeme Yudatowo
EST	2	17	Le roi aima Esther plus que toutes les autres femmes, et elle obtint grâce et faveur devant lui plus que toutes les autres jeunes filles. Il mit la couronne royale sur sa tête, et la fit reine à la place de Vasthi.	Eye fia la loa Ester wu nyonuwo kata, efe nu nyo enu, eye wóve enu wu detugbiawo kata, etso fiakuku la do ne, eye wótsoe do fiasróe de Wasti tefe
EST	9	11	Ce jour-là, le nombre de ceux qui avaient été tués dans Suse, la capitale, parvint à la connaissance du roi.	Gbemagbe wohe amesiwo wowu la £e hehlëme va fia la ñku me le Susa-mó me
EST	9	3	Et tous les chefs des provinces, les satrapes, les gouverneurs, les fonctionnaires du roi, soutinrent les Juifs, à cause de l’effroi que leur inspirait Mardochée.	Anyigbawo fe tato- wo kata, amegawo kple anyigba dzikpolawo kpakple fia fe dzidu- lawo ho na Yudatowo, elabena Mardohai fe nodzi lé wo
EST	7	5	Le roi Assuérus prit la parole et dit à la reine Esther: Qui est-il et où est-il celui qui se propose d’agir ainsi?	Tete fia Ahasweros ho dzi gblo na fiasro Ester bena: Amekae nye amesi do nusia de tame be, yeawo, eye afika eyama le?
EST	3	5	Et Haman vit que Mardochée ne fléchissait point le genou et ne se prosternait point devant lui. Il fut rempli de fureur;	Eye esi Haman kpo be, Mardo- hai mebobo hede ta agu na ye o la, dzi ku Haman vevie
EST	9	24	Car Haman, fils d’Hammedatha, l’Agaguite, ennemi de tous les Juifs, avait formé le projet de les faire périr, et il avait jeté le pur, c’est-à-dire le sort, afin de les tuer et de les détruire;	Elabena Hamedata vi Haman, Agagito la, si nye Yudatowo katà fe keto do de tame be, yeatsró wo, eye wo- da * pur, si nye nudzidzenu 1a, ne yeade wunyawunya wo me, eye yeatsró wo
EST	8	9	Les secrétaires du roi furent appelés en ce temps, le vingt-troisième jour du troisième mois, qui est le mois de Sivan, et l’on écrivit, suivant tout ce qui fut ordonné par Mardochée, aux Juifs, aux satrapes, aux gouverneurs et aux chefs des cent vingt-sept provinces situées de l’Inde à l’Éthiopie, à chaque province selon son écriture, à chaque peuple selon sa langue, et aux Juifs selon leur écriture et selon leur langue.	Tete woyo fia fe agbalénlo- lawo gemagi le dzinu etolia, si nye dzinu Siwan la, fe nkeke blave vo eibIIa dzi, eye wonlo agbalé la, abe alesi Mardohai de se pepepe ene, le *anyigba sia anyigba fe nunonlo nu, de duko sia duko fe gbegbogblo me, le Yudatowo fe nunonlo nu, de wote gbegbogblo me, do de Yudatowo kple amegáwo, anyigba dzikpola- wo kple anyigbawo fe tatowo, tso India vasede Kus, wole anyigba alaía deka kple blave vo adre
EST	3	9	Si le roi le trouve bon, qu’on écrive l’ordre de les faire périr; et je pèserai dix mille talents d’argent entre les mains des fonctionnaires, pour qu’on les porte dans le trésor du roi.	Ne edze fia nu la, ekema nena woa- nio agbalé, ne woawu wo, eye mada klosalo talento akpe ewo na dzikpolawo woatso ade fia fe kesinonuwo me
EST	10	1	Le roi Assuérus imposa un tribut au pays et aux îles de la mer.	Fia Ahasweros do nudzodzo sana anyigba la kple atsiafu me fukpowo
EST	6	12	Mardochée retourna à la porte du roi, et Haman se rendit en hâte chez lui, désolé et la tête voilée.	Azo Mardohai tro va fia fe agbo me; ke Haman de abla yi efe me, eye wóle nu ham hetso nu tsyo ta
EST	8	15	Mardochée sortit de chez le roi, avec un vêtement royal bleu et blanc, une grande couronne d’or, et un manteau de byssus et de pourpre. La ville de Suse poussait des cris et se réjouissait.	Eye Mardohai le Naҹu, si nye adabe bloto kple aklala me, edo sikafiakuku gáa de, eye wole awu wlaya, si nye aklala kple adabe dzito me hedo le fia la gbo; eye Susa-du la tso aseye hekpo dzidzo
EST	9	13	Esther répondit: Si le roi le trouve bon, qu’il soit permis aux Juifs qui sont à Suse d’agir encore demain selon le décret d’aujourd’hui, et que l’on pende au bois les dix fils d’Haman.	Ester do nu bena: Ne edze fia nu la, ekema woade mo na Yudato, siwo le Susa etso ha, ne woawo de egbe fe se la nu, eye woahe Haman vi ewoawo de ati . 15, 14 v. 16
EST	2	22	Mardochée eut connaissance de la chose et en informa la reine Esther, qui la redit au roi de la part de Mardochée.	Tete Mardohai se nya la, eye wó- gbloe na fiasró Ester, eye Ester gbloe na fia la le Mardohai fe nko me
EST	8	13	Ces lettres renfermaient une copie de l’édit qui devait être publié dans chaque province, et informaient tous les peuples que les Juifs se tiendraient prêts pour ce jour-là à se venger de leurs ennemis.	Agbalé la me nya enye si: Woade se le anyigba vovovoawo dzi, eye woana dukowo katà nanyae be: Yuda- towo nadzra do di le nkeke sia dzi, eye woabia hló wofe futowo
EST	9	32	Ainsi l’ordre d’Esther confirma l’institution des Purim, et cela fut écrit dans le livre.	Ester fe se la do kpe Purim fe dodowo dzi, eye wonloe de agbalë me. Mardohai di nyw! na efe duko
EST	9	16	Les autres Juifs qui étaient dans les provinces du roi se rassemblèrent et défendirent leur vie; ils se procurèrent du repos en se délivrant de leurs ennemis, et ils tuèrent soixante-quinze mille de ceux qui leur étaient hostiles. Mais ils ne mirent pas la main au pillage.	Yudato mamlea, siwo le fia fe anyigbawo dzi fo wo dokui nu fu hewli wofe agbe ta, ale be wokpo gbodzoe tso wofe futowo si me, eye wowu ame akpe blaadre yo ato le wofe ketowo dome, ke womede asi aboyonua- wo nuo
